15653,1,1,0,0.5,0.5,0.5
15660,1,0,1,0,0,0
15662,0,1,1,1,0,1
15663,1,1,0,0,0,0
15664,1,1,1,0,0,0
15665,1,1,1,1,0,1
15666,1,1,1,0,0,0
15669,0,0,1,0,0,0
15670,1,1,0,0,0,0
15672,1,1,0,1,0,0.5
15673,0,0,0,1,0,1
15674,1,0,1,1,0.5,0
15675,1,1,1,1,0,1
15676,0,0,0,1,0,1
15677,1,1,0,0,1,0
15678,0,0,0,0.5,0,1
15679,1,1,0,0,0,0
15683,1,1,0,0,0,0
15684,0,0,1,0,0.5,0
15685,0,1,1,0,0,0
15687,0,1,0,1,0,1
15688,0,0,1,0,0,0
15689,0,0,1,1,0,1
15690,0,0,1,0.5,0.5,1
15691,0,1,0,1,0.5,1
15692,0,0,0,1,0.5,1
15693,0,0,1,0,0,0.5
15694,0,0,1,0,0,0
15695,1,1,0,0,0,0
15696,0,0,1,0.5,0,1
15699,1,1,1,0,0,0
15702,0,1,1,1,0,1
15703,0,0,1,0,0.5,1
15704,0,0,1,0.5,0,1
15706,0,1,1,0.5,0.5,1
15707,0,1,1,0.5,0,1
15708,0,1,0,1,0,1
15710,1,1,0,0,0,0
15711,0,0,0,0,0,0
15712,0,0,1,1,0,0
15713,0,0,1,0,0,0
15714,0,0,1,1,0,0.5
15715,0,1,1,0,0,0
15803,0,1,1,1,0.5,1
15804,0,0,0,0,0,0
15805,0,1,1,0,0,0
15806,0,1,1,0,0,0
15809,0,0,0,0,0,0
15811,0,0,0,1,0,1
15812,0,0,1,0,0,0
