15453,0,0,0,1,0,1
15458,0,0,1,1,0,0
15471,1,1,0,0,0,0
15473,0,0,1,0,0,0
15474,1,1,1,0,0,0
15475,0,0,1,0,0,0
15477,0,0,1,0,0,0
15481,0,0,1,0,1,0
15482,1,1,1,0,1,0
15483,1,0,0,0,1,1
15486,0,0,1,1,0,0
15492,0,0,1,0,0,0
15493,0,0,1,1,0,0
15494,0,0,1,0,0,0
15496,1,1,1,1,0,0
15499,0,1,0,0,0,0
15500,0,1,0,0,0,0
15501,0,0,1,1,0,1
15502,0,1,0,0,0,0
15504,0,1,1,1,0,1
15505,1,0,1,1,1,1
15506,1,0,0,0,0,1
15507,0,0,1,1,0,1
15508,0,1,0,1,0,1
15509,1,0,1,0,0,0
15510,0,0,1,0,0,0
15511,1,0,1,0,0,0
15515,0,0,1,0,0,0
15516,0,0,1,1,0,0
15518,0,1,0,0,0,0
15520,0,0,1,1,0,0
15521,1,1,0,1,0,1
15522,0,1,0,0,0,0
15523,1,0,1,1,0,1
15526,0,0,1,0,0,0
15527,0,1,1,0,0,0
15529,1,0,1,0,0,0
15554,0,0,1,0,0,0
15599,0,0,0,0,0,0
15600,1,0,1,0,0,0
15601,1,1,1,1,0,1
15602,0,0,1,0,0,0
15604,1,0,0,0,0,0
15605,0,0,1,1,0,0
15607,1,1,0,0,1,0
15610,0,0,1,1,0,0
15611,0,0,1,0,0,1
15612,1,0,1,0,0,0
15613,0,0,1,0,0,0
15614,0,0,1,0,0,0
15615,0,0,1,0,0,0
15616,0,1,1,1,0,0
15618,1,1,0,0,0,0
15619,1,0,1,0,0,0
15620,1,0,1,1,0,1
15622,1,1,1,0,0,0
15623,0,0,0,0,0,0
15624,1,0,1,0,0,0
